enzymes	usage_Std	usage_HiT	usage_LpH	usage_Osm	genes	shortNames	subSystems
Q06549	0	0	0	0	YLR245C	CDD1	sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism
Q06625	0	0	0	0	YPR184W	GDB1	sce00500  Starch and sucrose metabolism // sce01110  Biosynthesis of secondary metabolites
Q06636	0	0	0	0	YDR302W	GPI11	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Q06667	0	0	0	0	YDR315C	IPK1	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
Q06685	0	0	0	0	YLR410W	VIP1	 //  //  //  //  //  //  // 
Q06702	0	0	0	0	YLR307W	CDA1	sce00520  Amino sugar and nucleotide sugar metabolism
Q06703	0	0	0	0	YLR308W	CDA2	sce00520  Amino sugar and nucleotide sugar metabolism
Q06708	0	0	0	0	YLR386W	VAC14	 //  //  //  //  //  //  // 
Q06817	0	0	0	0	YPR081C	GRS2	sce00970  Aminoacyl-tRNA biosynthesis
Q06892	0	0	0	0	YPL188W	POS5	sce00760  Nicotinate and nicotinamide metabolism // sce00760  Nicotinate and nicotinamide metabolism
Q07471	0	0	0	0	YDL080C	THI3	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
Q07500	1.48501059184673e-06	1.75643433175411e-06	4.34550248888379e-10	0	YDL085W	NDE2	
Q07540	0	0	0	0	YDL120W	YFH1	 // 
Q07560	0	0	0	0	YDL142C	CRD1	sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism
Q07648	0	0	0	0	YDL219W	DTD1	 //  //  // 
Q07729	0	0	0	0	YDL238C	GUD1	sce00230  Purine metabolism
Q07747	0	0	0	0	YDL243C	AAD4	 //  //  //  //  //  //  //  //  //  //  // 
Q07786	0	0	0	0	YDL246C	SOR2	sce00040  Pentose and glucuronate interconversions // sce00051  Fructose and mannose metabolism //  // 
Q07804	0	0	0	0	YLL012W	YEH1	sce00100  Steroid biosynthesis // sce00100  Steroid biosynthesis //  //  //  //  //  //  //  // 
Q07830	0	0	0	0	YLL031C	GPI13	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Q07923	0	0	0	0	YLR011W	LOT6	 // 
Q07938	0	0	0	0	YLR017W	MEU1	sce00270  Cysteine and methionine metabolism // sce00230  Purine metabolism // sce00240  Pyrimidine metabolism // sce00270  Cysteine and methionine metabolism // sce00760  Nicotinate and nicotinamide metabolism // sce01110  Biosynthesis of secondary metabolites
Q07950	0	0	0	0	YLR020C	YEH2	 // 
Q07993	0	0	0	0	YLR070C	XYL2	sce00040  Pentose and glucuronate interconversions
Q08108	0	0	0	0	YOL011W	PLB3	sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism
Q08220	0	0	0	0	YOL049W	GSH2	sce00270  Cysteine and methionine metabolism // sce00480  Glutathione metabolism
Q08224	1.550376e-10	1.550376e-10	1.550376e-10	1.550376e-10	YOL055C	THI20	sce00730  Thiamine metabolism // sce00730  Thiamine metabolism
Q08227	0	0	0	0	YOL065C	INP54	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
Q08234	0	0	0	0	YOL075C	YOL075C	 // 
Q08295	0	0	0	0	YOL157C	IMA2	 //  //  //  //  //  //  // 
Q08361	0	0	0	0	YOL165C	AAD15	 //  //  //  //  //  //  //  //  //  //  // 
Q08438	0	0	0	0	YOR054C	VHS3	sce00770  Pantothenate and CoA biosynthesis // sce00770  Pantothenate and CoA biosynthesis
Q08548	6.12763382302902e-08	6.41371489663789e-08	5.76513875252082e-08	4.15455053538191e-08	YOR175C	ALE1	sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites
Q08558	0	0	0	0	YOR180C	DCI1	 // 
Q08645	0	0	0	0	YOR241W	MET7	sce00790  Folate biosynthesis // sce00790  Folate biosynthesis
Q08650	0	0	0	0	YOR245C	DGA1	sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism
Q08686	0	0	0	0	YOR251C	TUM1	 // 
Q08742	0	0	0	0	YOR286W	RDL2	 // 
Q08905	0	0	0	0	YOR381W	FRE3	 // 
Q08908	0	0	0	0	YOR384W	FRE5	 // 
Q08911	7.42962518047784e-06	4.12361636446555e-06	2.6664291977608e-06	0	YOR388C	FDH1	sce00630  Glyoxylate and dicarboxylate metabolism // sce01200  Carbon metabolism
Q08914	0	0	0	0	YOR391C	HSP33	 // 
Q08959	0	0	0	0	YPL206C	PGC1	sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism
Q08975	0	0	0	0	YPL258C	THI21	sce00730  Thiamine metabolism // sce00730  Thiamine metabolism
Q08985	0	0	0	0	YPL273W	SAM4	sce00270  Cysteine and methionine metabolism // sce01110  Biosynthesis of secondary metabolites
Q08992	0	0	0	0	YPL280W	HSP32	 // 
Q10740	0	0	0	0	YNL045W	LAP2	 //  //  //  //  //  //  //  //  //  //  // 
Q12001	0	0	0	0	YOR002W	ALG6	 // 
Q12031	0	0	0	0	YPR006C	ICL2	sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01200  Carbon metabolism
Q12036	0	0	0	0	YPL148C	PPT2	
Q12040	0	0	0	0	YOR283W	YOR283W	Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids
Q12043	0	0	0	0	YOR081C	TGL5	sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00100  Steroid biosynthesis // sce00561  Glycerolipid metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites
Q12051	0	0	0	0	YPL069C	BTS1	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
Q12055	1.277136e-10	1.277136e-10	1.277136e-10	1.277136e-10	YDL166C	FAP7	sce00230  Purine metabolism // sce00730  Thiamine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics //  // 
Q12068	0	0	0	0	YOL151W	GRE2	sce00040  Pentose and glucuronate interconversions // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce04011  MAPK signaling pathway - yeast // 
Q12074	0	0	0	0	YPR069C	SPE3	sce00270  Cysteine and methionine metabolism // sce00330  Arginine and proline metabolism // sce00410  beta-Alanine metabolism // sce00480  Glutathione metabolism
Q12084	0	0	0	0	YDR020C	DAS2	sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism
Q12109	5.94917472287136e-07	5.66916389745712e-07	6.26952212079101e-07	8.2715760663196e-07	YOL097C	WRS1	sce00970  Aminoacyl-tRNA biosynthesis
Q12122	1.36037761869503e-05	1.29634849236572e-05	1.43363037233524e-05	1.89143326194388e-05	YDL131W	LYS21	sce00300  Lysine biosynthesis // sce00620  Pyruvate metabolism // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
Q12154	0	4.59821179999976e-13	0	0	YDL100C	GET3	
Q12165	1.49206195798475e-05	1.30057959363405e-05	1.47320000242266e-05	1.38831748878348e-05	YDL004W	ATP16	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation
Q12166	0	0	0	0	YOR108W	LEU9	sce00290  Valine, leucine and isoleucine biosynthesis // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
Q12178	0	0	0	0	YPR062W	FCY1	sce00240  Pyrimidine metabolism // sce00330  Arginine and proline metabolism
Q12184	0	0	0	1.0851e-12	YPL252C	YAH1	 // 
Q12189	5.23555277421623e-06	8.71754422696901e-07	2.76346116170086e-06	1.61367972061875e-06	YOR095C	RKI1	sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids
Q12198	2.6176914098053e-08	0	2.75864571787187e-08	3.39263119087305e-08	YLL058W	YLL058W	sce00260  Glycine, serine and threonine metabolism // sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids //  //  // sce00260  Glycine, serine and threonine metabolism // sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids //  // 
Q12205	0	0	0	0	YLR057W	MNL2	 //  //  // 
Q12209	0	0	0	0	YLR047C	FRE8	 // 
Q12211	0	0	0	0	YPL212C	PUS1	 // 
Q12233	1.49206195798475e-05	1.30057959363405e-05	1.47320000242266e-05	1.38831748878348e-05	YPR020W	ATP20	sce00190  Oxidative phosphorylation // sce00190  Oxidative phosphorylation
Q12246	0	0	0	0	YOR171C	LCB4	sce00600  Sphingolipid metabolism // sce00600  Sphingolipid metabolism
Q12265	0	1.19109436636057e-05	9.12152480053113e-07	1.28409782410091e-06	YOL061W	PRS5	sce00030  Pentose phosphate pathway // sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00030  Pentose phosphate pathway // sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids
Q12271	0	0	0	0	YOR109W	INP53	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04138  Autophagy - yeast // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
Q12283	0	0	0	0	YOR221C	MCT1	sce00061  Fatty acid biosynthesis // sce00190  Oxidative phosphorylation // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce00061  Fatty acid biosynthesis // sce00190  Oxidative phosphorylation // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism
Q12305	0	0	0	0	YOR285W	RDL1	 // 
Q12320	0	0	0	0	YOR040W	GLO4	sce00620  Pyruvate metabolism
Q12333	0	0	0	0	YOL152W	FRE7	 // 
