rxnIDs_ref	modelIDs	refVals	condVals	log2FC	subSystems	grRules
nitric oxide, NADPH2:oxygen oxidoreductase (No1)	r_4254No1	0	0	0		YGR234W
Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (No1)	r_4255No1	0	0	0		YGR234W
Putative lipoate-protein ligase A (EC 6.3.1.20) (Altered inheritance rate of mitochondria protein 22) (No1)	r_4256No1	0	0	0		YJL046W
[lipoyl-carrier protein]-L-lysine:lipoate ligase (AMP-forming) (No1)	r_4258No1	0	0	0		YJL046W
Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.-) (Nitrilase homolog 1) (No1)	r_4260No1	0	0	0		YJL126W
Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.-) (Nitrilase homolog 1) (No1)	r_4261No1	0	0	0		YJL126W
citrate hydroxymutase (No1)	r_4262No1	0.0595222668674551	0.0456060372895399	-0.38420465180005		YJL200C
succinate:NAD+ oxidoreductase (No1)	r_4264No1	0	0	0		YJR051W
nucleoside-triphosphate diphosphohydrolase (No1)	r_4265No1	0	0	0		YJR069C
Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Hydroxylaminopurine sensitivity protein 1) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (No1)	r_4266No1	0	0	0		YJR069C
2'-Deoxyguanosine 5'-triphosphate diphosphohydrolase (No1)	r_4267No1	0	0	0		YJR069C
dTTP diphosphohydrolase (No1)	r_4268No1	0	0	0		YJR069C
Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Hydroxylaminopurine sensitivity protein 1) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (No1)	r_4269No1	0	0	0		YJR069C
superoxide:superoxide oxidoreductase (No1)	r_4270No1	0	0	0		YJR104C
Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase) (arm)	arm_r_4271	0	0	0		YJR131W or YLR057W
Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase) (No1)	r_4271No1	0	0	0		YJR131W
Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase) (No2)	r_4271No2	0	0	0		YLR057W
alpha 1,2-mannosyloligosaccharide alpha-D-mannohydrolase (arm)	arm_r_4272	0	0	0		YJR131W or YLR057W
alpha 1,2-mannosyloligosaccharide alpha-D-mannohydrolase (No1)	r_4272No1	0	0	0		YJR131W
alpha 1,2-mannosyloligosaccharide alpha-D-mannohydrolase (No2)	r_4272No2	0	0	0		YLR057W
ethylnitronate:oxygen 2-oxidoreductase (nitrite-forming) (No1)	r_4273No1	0	0	0		YJR149W
O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming) (arm)	arm_r_4274	0	0	0		YLL058W or YML082W
O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming) (No1)	r_4274No1	0	0	0		YLL058W
O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming) (No2)	r_4274No2	0	0	0		YML082W
Fe(II):NADP+ oxidoreductase (arm)	arm_r_4275	0	0	0		YLR047C or YKL220C or YLR214W or YNR060W or YOL152W or YOR381W or YOR384W
Fe(II):NADP+ oxidoreductase (No1)	r_4275No1	0	0	0		YLR047C
Fe(II):NADP+ oxidoreductase (No2)	r_4275No2	0	0	0		YKL220C
Fe(II):NADP+ oxidoreductase (No3)	r_4275No3	0	0	0		YLR214W
Fe(II):NADP+ oxidoreductase (No4)	r_4275No4	0	0	0		YNR060W
Fe(II):NADP+ oxidoreductase (No5)	r_4275No5	0	0	0		YOL152W
Fe(II):NADP+ oxidoreductase (No6)	r_4275No6	0	0	0		YOR381W
Fe(II):NADP+ oxidoreductase (No7)	r_4275No7	0	0	0		YOR384W
Fe(II):NADP+ oxidoreductase (No1)	r_4276No1	0	0	0		YLL051C
acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase (arm)	arm_r_4277	0	0	0		YLR099C or YPR139C
acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase (No1)	r_4277No1	0	0	0		YLR099C
acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase (No2)	r_4277No2	0	0	0		YPR139C
diphthine:ammonia ligase (AMP-forming) (No1)	r_4278No1	0	0	0		YLR143W
8-oxo-dGTP diphosphohydrolase (No1)	r_4279No1	0	0	0		YLR151C
octanoyl-[acp]:protein N6-octanoyltransferase (No1)	r_4280No1	0	0	0		YLR239C
lipoyl-[acp]:protein N6-lipoyltransferase (No1)	r_4281No1	0	0	0		YLR239C
ATP:D-fructose-6-phosphate 2-phosphotransferase (No1)	r_4282No1	0	0	0		YLR345W
ATP:D-fructose 6-phosphotransferase (No1)	r_4283No1	0	0	0		YLR446W
ATP:beta-D-glucose 6-phosphotransferase (No1)	r_4284No1	0	0	0		YLR446W
ATP:alpha-D-glucose 6-phosphotransferase (No1)	r_4285No1	0	0	0		YLR446W
ATP:D-glucosamine 6-phosphotransferase (No1)	r_4286No1	0	0	0		YLR446W
ATP:D-fructose 6-phosphotransferase (No1)	r_4287No1	0	0	0		YLR446W
alpha-D-Glucose 6-phosphate ketol-isomerase (No1)	r_4288No1	0	0	0		YMR099C
D-Glyceraldehyde:NAD+ oxidoreductase (No1)	r_4291No1	0	0	0		YMR110C
4-Aminobutyraldehyde:NAD+ oxidoreductase (No1)	r_4292No1	0	0	0		YMR110C
4-aminobutanal:NAD+ 1-oxidoreductase; 4-aminobutyraldehyde:NAD+ oxidoreductase (No1)	r_4293No1	0	0	0		YMR110C
Indole-3-acetaldehyde:NAD+ oxidoreductase (No1)	r_4294No1	0	0	0		YMR110C
2-Propyn-1-al:NAD+ oxidoreductase (No1)	r_4295No1	0	0	0		YMR110C
D-Glucuronolactone:NAD+ oxidoreductase (No1)	r_4296No1	0	0	0		YMR110C
4-Trimethylammoniobutanal:NAD+ 1-oxidoreductase; 4-Trimethylammoniobutanal:NAD+ oxidoreductase (No1)	r_4297No1	0	0	0		YMR110C
(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase (No1)	r_4298No1	0	0	0		YMR110C
Imidazole acetaldehyde:NAD+ oxidoreductase (No1)	r_4299No1	0	0	0		YMR110C
3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase (No1)	r_4300No1	0	0	0		YMR110C
5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (No1)	r_4301No1	0	0	0		YMR110C
N4-Acetylaminobutanal:NAD+ oxidoreductase (No1)	r_4302No1	0	0	0		YMR110C
Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3) (No1)	r_4303No1	0	0	0		YMR110C
Fatty aldehyde dehydrogenase HFD1 (EC 1.2.1.3) (No1)	r_4304No1	0	0	0		YMR110C
Chloroacetaldehyde:NAD+ oxidoreductase (No1)	r_4305No1	0	0	0		YMR110C
Aldehyde:NAD+ oxidoreductase (No1)	r_4306No1	0	0	0		YMR110C
farnesal:NAD+ oxidoreductase (No1)	r_4307No1	0	0	0		YMR110C
Probable phospholipid-transporting ATPase DNF3 (EC 3.6.3.1) (Aminophospholipid translocase) (APT) (Phospholipid translocase) (PLT) (No1)	r_4308No1	0	0	0		YMR162C
Putative esterase YMR210W (EC 3.1.1.-) (No1)	r_4309No1	0	0	0		YMR210W
GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase (No1)	r_4310No1	0	0	0		YNL048W
GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase (No1)	r_4311No1	0	0	0		YNL048W
S-adenosyl-L-methionine:carnosine N-methyltransferase (No1)	r_4312No1	0	0	0		YNL092W
Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (No1)	r_4313No1	0	0	0		YNL219C
Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (No1)	r_4314No1	0	0	0		YNL219C
Glycolate:NAD+ oxidoreductase (No1)	r_4315No1	0	0	0		YNL274C
Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Extracellular mutant protein 39) (Mannosyltransferase ALG12) (No1)	r_4316No1	0	0	0		YNR030W
sucrose glucohydrolase (No1)	r_4317No1	0	0	0		YOL157C
Isomaltose 6-alpha-D-glucanohydrolase (No1)	r_4318No1	0	0	0		YOL157C
Dextrin 6-alpha-D-glucanohydrolase (No1)	r_4319No1	0	0	0		YOL157C
dolichyl beta-D-glucosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase (No1)	r_4320No1	0	0	0		YOR002W
dolichyl beta-D-glucosyl phosphate:D-Glc-alpha-(1->3)-D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->2)-D-Man-alpha-(1->6)]-D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-glucosyltransferase (No1)	r_4321No1	0	0	0		YOR067C
GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV) (No1)	r_4322No1	0	0	0		YOR149C
protein N6-(octanoyl)lysine:sulfur sulfurtransferase (No1)	r_4323No1	0	0	0		YOR196C
octanoyl-[acp]:sulfur sulfurtransferase (No1)	r_4324No1	0	0	0		YOR196C
thiosulfate:cyanide sulfurtranserase (arm)	arm_r_4326	0	0	0		YOR251C or YOR285W or YOR286W
thiosulfate:cyanide sulfurtranserase (No1)	r_4326No1	0	0	0		YOR251C
thiosulfate:cyanide sulfurtranserase (No2)	r_4326No2	0	0	0		YOR285W
thiosulfate:cyanide sulfurtranserase (No3)	r_4326No3	0	0	0		YOR286W
UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase (No1)	r_4328No1	0	0	0		YPL227C
Pyridoxine:NADP+ 4-oxidoreductase (No1)	r_4330No1	0	0	0		YPR127W
[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase (arm)	arm_r_4331	0	0	0		YDR371W or YLR286C
[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase (No1)	r_4331No1	0	0	0		YDR371W
[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase (No2)	r_4331No2	0	0	0		YLR286C
Polyphosphate phosphohydrolase (arm)	arm_r_4333	0	0	0		YHR201C or YDR452W
Polyphosphate phosphohydrolase (No1)	r_4333No1	0	0	0		YHR201C
Polyphosphate phosphohydrolase (No2)	r_4333No2	0	0	0		YDR452W
Copper-transporting ATPase (EC 3.6.3.54) (Cu(2+)-ATPase) (No1)	r_4334No1	0	0	0		YDR270W
Endopolyphosphatase (EC 3.6.1.10) (Deoxyadenosine triphosphate phosphohydrolase) (dATP phosphohydrolase) (EC 3.6.1.-) (Exopolyphosphatase) (EC 3.6.1.11) (Phosphate metabolism protein 5) (No1)	r_4335No1	0	0	0		YDR452W
Monoamide of a dicarboxylic acid amidohydrolase (No1)	r_4336No1	0	0	0		YLR351C
Oligo-1,6-glucosidase IMA2 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 2) (No1)	r_4338No1	0	0	0		YOL157C
D-amino-acid N-acetyltransferase HPA3 (DNT) (EC 2.3.1.36) (EC 2.3.1.48) (Histone and other protein acetyltransferase 3) (No1)	r_4340No1	0	0	0		YEL066W
Triphosphate phosphohydrolase (arm)	arm_r_4403	0	0	0		YHR201C or YDR452W
Triphosphate phosphohydrolase (No1)	r_4403No1	0	0	0		YHR201C
Triphosphate phosphohydrolase (No2)	r_4403No2	0	0	0		YDR452W
glycerol-1-phosphate phosphohydrolase (arm)	arm_r_4435	0	0	0		YIL053W or YER062C
glycerol-1-phosphate phosphohydrolase (No1)	r_4435No1	0	0	0		YIL053W
glycerol-1-phosphate phosphohydrolase (No2)	r_4435No2	0	0	0		YER062C
O-Phosphoryl-Ethanolamine transport in via proton symport (No1)	r_4457No1	0	0	0		YDR093W
O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide) (arm)	arm_r_4484	0.00598926325833728	0	-32.479731401422		YJR130C or YLL058W or YML082W
O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide) (No1)	r_4484No1	0	0	0		YJR130C
O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide) (No2)	r_4484No2	0.00598926325833728	0	-32.479731401422		YLL058W
O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding hydrogen sulfide) (No3)	r_4484No3	0	0	0		YML082W
(R,R)-butanediol dehydrogenase (reversible) (No1)	r_0003_REVNo1	0	0.220956972023168	37.6849744980266	sce00650  Butanoate metabolism	YAL060W
1-pyrroline-5-carboxylate dehydrogenase (reversible) (No1)	r_0012_REVNo1	0	0	0	sce00250  Alanine, aspartate and glutamate metabolism // sce00330  Arginine and proline metabolism	YHR037W
2-aminoadipate transaminase (reversible) (arm)	arm_r_0018_REV	0	0	0	sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce00270  Cysteine and methionine metabolism // sce00300  Lysine biosynthesis // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00380  Tryptophan metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YER152C or YGL202W or YJL060W
2-aminoadipate transaminase (reversible) (No1)	r_0018_REVNo1	0	0	0	sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce00270  Cysteine and methionine metabolism // sce00300  Lysine biosynthesis // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00380  Tryptophan metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YER152C
2-aminoadipate transaminase (reversible) (No2)	r_0018_REVNo2	0	0	0	sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce00270  Cysteine and methionine metabolism // sce00300  Lysine biosynthesis // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00380  Tryptophan metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YGL202W
2-aminoadipate transaminase (reversible) (No3)	r_0018_REVNo3	0	0	0	sce00130  Ubiquinone and other terpenoid-quinone biosynthesis // sce00270  Cysteine and methionine metabolism // sce00300  Lysine biosynthesis // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00380  Tryptophan metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YJL060W
2-isopropylmalate hydratase (reversible) (No1)	r_0023_REVNo1	0.0309804325411737	0.0295222712176889	-0.0695535712340847	sce00290  Valine, leucine and isoleucine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YGL009C
2-methylcitrate dehydratase (reversible) (No1)	r_0027_REVNo1	0	0	0	sce00300  Lysine biosynthesis // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YDR234W
3-isopropylmalate dehydratase (reversible) (No1)	r_0060_REVNo1	0.0309804325411737	0.0295222712176889	-0.0695535712340847	sce00290  Valine, leucine and isoleucine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YGL009C
4PP-IP5 depyrophosphorylation to IP6 (reversible) (arm)	arm_r_0073_REV	0	0	0		YLR410W or YOR163W
4PP-IP5 depyrophosphorylation to IP6 (reversible) (No1)	r_0073_REVNo1	0	0	0		YLR410W
4PP-IP5 depyrophosphorylation to IP6 (reversible) (No2)	r_0073_REVNo2	0	0	0		YOR163W
5-methylthioribose-1-phosphate isomerase (reversible) (No1)	r_0087_REVNo1	0	0	0		YPR118W
5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4 (reversible) (No1)	r_0088_REVNo1	0	0	0		YLR410W
5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4 (reversible) (No1)	r_0089_REVNo1	0	0	0		YLR410W
6PP-IP5 depyrophosphorylation to IP6 (reversible) (arm)	arm_r_0092_REV	0	0	0		YLR410W or YOR163W
6PP-IP5 depyrophosphorylation to IP6 (reversible) (No1)	r_0092_REVNo1	0	0	0		YLR410W
6PP-IP5 depyrophosphorylation to IP6 (reversible) (No2)	r_0092_REVNo2	0	0	0		YOR163W
acetyl-CoA C-acetyltransferase (reversible) (No1)	r_0103_REVNo1	0	0	0	sce00071  Fatty acid degradation // sce00072  Synthesis and degradation of ketone bodies // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00650  Butanoate metabolism // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01212  Fatty acid metabolism	YPL028W
acetyl-CoA C-acetyltransferase (reversible) (No1)	r_0104_REVNo1	0	0	0	sce00071  Fatty acid degradation // sce00072  Synthesis and degradation of ketone bodies // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00650  Butanoate metabolism // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01212  Fatty acid metabolism	YPL028W
aconitase (reversible) (No1)	r_0117_REVNo1	0	0	0	sce00640  Propanoate metabolism	YPR002W
acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane (reversible) (No1)	r_0126_REVNo1	0	0	0	sce00100  Steroid biosynthesis	YCR048W
acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane (reversible) (arm)	arm_r_0127_REV	0	0	0	sce00100  Steroid biosynthesis	YCR048W or YNR019W
acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane (reversible) (No1)	r_0127_REVNo1	0	0	0	sce00100  Steroid biosynthesis	YCR048W
acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane (reversible) (No2)	r_0127_REVNo2	0	0	0	sce00100  Steroid biosynthesis	YNR019W
acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane (reversible) (No1)	r_0128_REVNo1	0	0	0	sce00100  Steroid biosynthesis	YCR048W
acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane (reversible) (No1)	r_0129_REVNo1	0	0	0	sce00100  Steroid biosynthesis	YCR048W
acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane (reversible) (No1)	r_0130_REVNo1	0	0	0	sce00100  Steroid biosynthesis	YCR048W
acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane (reversible) (No1)	r_0131_REVNo1	0	0	0	sce00100  Steroid biosynthesis	YCR048W
acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane (reversible) (arm)	arm_r_0132_REV	0	0	0	sce00100  Steroid biosynthesis	YCR048W or YNR019W
acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane (reversible) (No1)	r_0132_REVNo1	0	0	0	sce00100  Steroid biosynthesis	YCR048W
acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane (reversible) (No2)	r_0132_REVNo2	0	0	0	sce00100  Steroid biosynthesis	YNR019W
acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane (reversible) (No1)	r_0133_REVNo1	0	0	0	sce00100  Steroid biosynthesis	YCR048W
acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane (reversible) (No1)	r_0134_REVNo1	0	0	0	sce00100  Steroid biosynthesis	YCR048W
acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane (reversible) (No1)	r_0135_REVNo1	0	0	0	sce00100  Steroid biosynthesis	YCR048W
acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3 (reversible) (No1)	r_0137_REVNo1	0	0	0	sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	YJL091C
adenosylmethionine-8-amino-7-oxononanoate transaminase (reversible) (No1)	r_0146_REVNo1	0	0	0	sce00780  Biotin metabolism	YNR058W
adenylate kinase (GTP) (reversible) (No1)	r_0150_REVNo1	0	0	0	sce00230  Purine metabolism // sce00730  Thiamine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YER170W
adenylosuccinate lyase (reversible) (No1)	r_0152_REVNo1	0	0	0	sce00230  Purine metabolism // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	YLR359W
allantoate amidinohydrolase (reversible) (No1)	r_0189_REVNo1	0	0	0	sce00230  Purine metabolism	YIR029W
allantoinase, reaction (reversible) (No1)	r_0190_REVNo1	0	0	0	sce00230  Purine metabolism	YIR027C
Ap4A hydrolase (reversible) (No1)	r_0204_REVNo1	0	0	0	sce00230  Purine metabolism	YDR305C
argininosuccinate lyase (reversible) (No1)	r_0207_REVNo1	0	0	0	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YHR018C
argininosuccinate synthase (reversible) (No1)	r_0208_REVNo1	0	0	0	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	YOL058W
aspartate transaminase (reversible) (No1)	r_0216_REVNo1	0.136985636806021	0.131765962159132	-0.0560468910481054	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce00270  Cysteine and methionine metabolism // sce00330  Arginine and proline metabolism // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YLR027C
aspartate transaminase (reversible) (No1)	r_0218_REVNo1	0	0	0	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce00270  Cysteine and methionine metabolism // sce00330  Arginine and proline metabolism // sce00350  Tyrosine metabolism // sce00360  Phenylalanine metabolism // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YLR027C
biotin synthase (reversible) (No1)	r_0229_REVNo1	0	0	0	sce00780  Biotin metabolism	YGR286C
CAAX farnesyltransferase (reversible) (No1)	r_0249_REVNo1	0	0	0	sce00900  Terpenoid backbone biosynthesis // sce01130  Biosynthesis of antibiotics	YDL090C and YKL019W
cis-aconitate(3-) to isocitrate (reversible) (No1)	r_0280_REVNo1	0	0	0	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YLR304C
cis-prenyltransferase step 14 (reversible) (arm)	arm_r_0294_REV	0	0	0	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites	YBR002C or YMR101C
cis-prenyltransferase step 14 (reversible) (No1)	r_0294_REVNo1	0	0	0	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites	YBR002C
cis-prenyltransferase step 14 (reversible) (No2)	r_0294_REVNo2	0	0	0	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites	YMR101C
cis-prenyltransferase step 15 (reversible) (arm)	arm_r_0295_REV	0	0	0	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites	YBR002C or YMR101C
cis-prenyltransferase step 15 (reversible) (No1)	r_0295_REVNo1	0	0	0	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites	YBR002C
cis-prenyltransferase step 15 (reversible) (No2)	r_0295_REVNo2	0	0	0	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites	YMR101C
citrate to cis-aconitate(3-) (reversible) (No1)	r_0302_REVNo1	0	0	0	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	YLR304C
